id,project,category,subcategory,title,document,keywords,source
ELITUS_FEATURE_009,Praangan Elitus,feature,entrance,Arrival Landscaping,"Showcases landscaped pathways combined beautifully with reflective water bodies at the entrance.",landscape entrance reflective water body pathway arrival,pdf
ELITUS_FEATURE_010,Praangan Elitus,feature,entrance,Pick-up Drop-off Zones,"The design integrates secure Pick-up and Drop-off Zones for school vans cabs and private vehicles.",pickup dropoff zone school van cab security vehicle,pdf
ELITUS_FEATURE_011,Praangan Elitus,feature,entrance,Reception & Waiting Lounge,"A warm reception desk and a beautifully appointed waiting lounge are provided inside the towers.",reception desk waiting lounge lobby visitor guest,pdf
ELITUS_FEATURE_012,Praangan Elitus,feature,layout,Privacy Facade,"The building wraps around 4 sides creating a cocoon of privacy while elevating open residential vistas.",privacy facade 4 sides cocoon views open residential,pdf
ELITUS_HOME_001,Praangan Elitus,home_features,utility,Servant Quarter,"Each unit includes a staff quarter with an en-suite toilet separate entry connected to the wash yard and kitchen.",servant room staff quarter ensuite toilet separate entry utility,pdf
ELITUS_HOME_002,Praangan Elitus,home_features,utility,Wash Yard & Dry Balcony,"4 BHK Dry Balcony 10x7 ft. 5 BHK Dry Balcony 12x7 ft. Dedicated space for AC outdoor units.",wash yard dry balcony 4 bhk 5 bhk ac outdoor unit utility,pdf
ELITUS_HOME_003,Praangan Elitus,home_features,layout,Puja Room,"4 BHK Puja Room 6x5 ft. 5 BHK Puja Room 6x4 ft. Dedicated spiritual space in all units.",puja room spiritual temple prayer 4 bhk 5 bhk dedicated space,pdf
ELITUS_HOME_004,Praangan Elitus,home_features,layout,Living Room Dimensions,"4 BHK Living Room 23x20 ft. 5 BHK Living Room 26x23 ft. Spacious family and dining zones.",living room dimensions 4 bhk 5 bhk spacious family dining,pdf
ELITUS_HOME_005,Praangan Elitus,home_features,layout,Kitchen & Store,"4 BHK Kitchen 11x13 ft. 5 BHK Kitchen 12x13 ft. Attached store rooms included.",kitchen store pantry 4 bhk 5 bhk dimensions utility,pdf
ELITUS_HOME_006,Praangan Elitus,home_features,layout,Bedroom Configuration,"4 BHK has 2 Master Bedrooms and 2 En-suite Bedrooms. 5 BHK has 3 Master Bedrooms and 2 En-suite Bedrooms. All bedrooms are en-suite.",bedroom master ensuite 2 3 4 bhk 5 bhk attached bathroom,pdf
ELITUS_AMENITY_001,Praangan Elitus,amenity,fitness,Gym Yoga Zumba,"Well-equipped gym Zumba and Dance Studio and a Yoga and Meditation Area surrounded by calming waters.",gym yoga zumba dance studio meditation wellness fitness workout,pdf
ELITUS_AMENITY_002,Praangan Elitus,amenity,fitness,Jogging & Reflexology Track,"Approx 400 Meters long walkway and jogging track combined with a reflexology path for holistic wellness.",jogging track reflexology path 400 meter walkway wellness holistic,pdf
ELITUS_AMENITY_003,Praangan Elitus,amenity,water,Swimming Pools,"Features a splash pool and a shallow swimming pool located on the 68000 sq. ft. amenities floor.",swimming pool splash pool water amenity podium floor,pdf
ELITUS_AMENITY_004,Praangan Elitus,amenity,sports,Sports Courts,"Includes Pickle Ball Court Badminton Court Multi-Purpose Game Court Box Cricket and Cricket Practice Net and Skating Rink.",sports pickleball badminton multipurpose court cricket net skating rink game,pdf
ELITUS_AMENITY_005,Praangan Elitus,amenity,entertainment,Movie Theatres,"Two Club Class Movie Theatres available within the campus for private screenings.",movie theatre cinema 2 club class private screening entertainment,pdf
ELITUS_AMENITY_006,Praangan Elitus,amenity,entertainment,Banquet Hall,"Spacious Banquet Hall for 200+ guests Pre-Function Space and Outdoor Banquet Space for 100 guests.",banquet hall 200 guests 100 outdoor pre-function event celebration party,pdf
ELITUS_AMENITY_007,Praangan Elitus,amenity,entertainment,Multipurpose Stage & Skating,"Dual-purpose area serving as a Skating Rink and an integrated Event Stage on the main lawn.",skating rink event stage multipurpose lawn performance,pdf
ELITUS_AMENITY_008,Praangan Elitus,amenity,kids,Children Zones,"Outdoor Play Area Indoor Toddler Play Area Activity and Workshop Zone Art and Craft Area and Jhula Park in both blocks.",kids children toddler play area art craft jhula park outdoor indoor,pdf
ELITUS_AMENITY_009,Praangan Elitus,amenity,lifestyle,Library & Co-working,"Library Indoor-Outdoor Reading Area Conference Space and Co-working and Work from Home Studio.",library reading room coworking work from home wfh conference studio,pdf
ELITUS_AMENITY_010,Praangan Elitus,amenity,relaxation,Landscape Features,"Lily Pond and Sitting Island Floating Decks Rainforest Inspired Sitting Area and 13000 sq. ft. Lawn and Garba Ground.",lily pond floating deck rainforest garden landscape lawn garba ground 13000 sqft,pdf
ELITUS_AMENITY_011,Praangan Elitus,amenity,lifestyle,Temple & Senior Zone,"Iconic Temple surrounded by nature. Dedicated Senior Zones and multiple sit-out areas for elderly comfort.",temple senior citizen zone sit-out nature spiritual religious,pdf
ELITUS_AMENITY_012,Praangan Elitus,amenity,lifestyle,Indoor Games,"Indoor games room offering recreational activities for all age groups.",indoor games recreation room leisure entertainment,pdf
ELITUS_AMENITY_013,Praangan Elitus,amenity,entertainment,Catering & Food Stalls,"An adaptable space designed to host food stalls and private family catering during festivals.",food stall catering family festival outdoor dining event,pdf
ELITUS_SAFETY_001,Praangan Elitus,safety,security,Security Systems,"Comprehensive CCTV surveillance Access Control in private elevators dedicated security cabin and community gate.",cctv camera access control security cabin gate surveillance 24x7,pdf
ELITUS_SAFETY_002,Praangan Elitus,safety,security,Fire Safety,"Advanced fire safety features per GDCR regulations Fire Control Room and two wide concrete staircases per block for emergency exits.",fire safety evacuation gdcr staircase emergency control room,pdf
ELITUS_SAFETY_003,Praangan Elitus,safety,accessibility,Barrier-Free Campus,"Wheelchair friendly with specially abled washroom at first floor and reserved parking with ramp near lift.",wheelchair accessible disabled friendly ramp washroom reserved parking,pdf
ELITUS_GREEN_001,Praangan Elitus,sustainability,energy,Solar & LED,"Rooftop solar system for common area lighting and LED installations throughout the campus for energy efficiency.",solar panel led lighting energy efficient rooftop common area,pdf
ELITUS_GREEN_002,Praangan Elitus,sustainability,water,Water Management,"Sewage Treatment Plant STP with dual plumbing for wastewater reuse Rainwater Harvesting and Greywater recycling.",stp sewage treatment rainwater harvesting greywater recycling dual plumbing water management,pdf
ELITUS_GREEN_003,Praangan Elitus,sustainability,landscape,Eco-Landscaping,"Native drought-resistant landscaping with efficient drip irrigation to conserve water.",drip irrigation native plants drought resistant eco landscape water conservation,pdf
ELITUS_SPEC_001,Praangan Elitus,specification,structure,Structural Integrity,"Earthquake resistance RCC frame structure with block masonry. High-grade construction standards.",rcc earthquake resistant structure masonry frame construction grade,pdf
ELITUS_SPEC_002,Praangan Elitus,specification,finishes,Flooring & Walls,"Living and Kitchen areas use 4x6 Large Vitrified Slabs. Bedrooms use 2.5x5 Vitrified Tiles. Internal Walls have POP punning with premier coat.",flooring vitrified slab tiles bedroom living kitchen pop wall finish,pdf
ELITUS_SPEC_003,Praangan Elitus,specification,fixtures,Bathroom Fittings,"Premium TOTO and Grohe CP fittings and sanitary ware. Designer dado tiles up to 8 ft height. Anti-skid flooring in wet areas.",toto grohe bathroom fittings sanitary dado tiles anti-skid premium,pdf
ELITUS_SPEC_004,Praangan Elitus,specification,doors_windows,Windows & Doors,"Bedrooms use Powder-coated aluminum with DGU Double Glazed Unit glass. Main Door is 8 ft Veneer Clad Flush Door with brass hinges.",dgu double glazed window aluminum powder coated door veneer flush brass hinge,pdf
ELITUS_SPEC_005,Praangan Elitus,specification,electrical,Electrical & Plumbing,"3-phase concealed conduit with ISI brand copper wiring and ELCB. Hydro-pneumatic water supply with PVR for uniform pressure.",electrical 3 phase isi copper wiring elcb hydropneumatic plumbing water pressure,pdf
ELITUS_PARKING_001,Praangan Elitus,parking,facility,Parking Allocation,"3 allotted parking bays per residential unit. Ample covered visitor parking. Mechanical parking level on ground floor.",parking 3 bays per unit visitor covered mechanical ground floor allocation,pdf
ELITUS_PARKING_002,Praangan Elitus,parking,facility,EV Charging,"One Electric Vehicle EV Charging Point provision for each unit at the ground floor.",ev charging electric vehicle charging point ground floor provision,pdf
ELITUS_PARKING_003,Praangan Elitus,parking,facility,Driveway Width,"Unobstructed 8.0 meters wide driveways. 7.5 meter wide entry ramp. Minimum 15 feet wide roads in parking areas.",driveway 8 meter ramp 7.5 meter road 15 feet parking area width unobstructed,pdf
ELITUS_ELEVATOR_001,Praangan Elitus,elevator,specification,Lift Count & Type,"Total 12 elevators — 6 per block. 4 private access-controlled passenger lifts and 2 service lifts with stretcher provisions per block.",elevator lift 12 total 6 per block 4 passenger 2 service stretcher access controlled,pdf
ELITUS_FAQ_001,Praangan Elitus,faq,general,Possession Date,"The expected possession and handover date for the flats is December 2029.",possession date handover december 2029 delivery completion,synthetic
ELITUS_FAQ_002,Praangan Elitus,faq,general,Pricing Information,"For pricing details of 4 BHK and 5 BHK flats please contact the sales team at +91 79907 99959 or visit the site.",price cost 4 bhk 5 bhk inquiry rate budget pricing sales team contact,synthetic
ELITUS_FAQ_003,Praangan Elitus,faq,general,RERA Number,"For the specific RERA registration number please contact the developer directly or visit praanganinfra.in.",rera registration number legal approval contact developer,synthetic
ELITUS_FAQ_004,Praangan Elitus,faq,general,Contact Developer,"To know more about Praangan Elitus please contact our sales team at +91 79907 99959 or visit praanganinfra.in.",contact sales team phone number 79907 99959 developer enquiry visit site,synthetic
ELITUS_FAQ_005,Praangan Elitus,faq,general,Heritage Temple,"Yes an Iconic Temple has been thoughtfully retained in the modern community design surrounded by nature.",temple heritage iconic nature retained modern community spiritual religious,pdf
ELITUS_FAQ_006,Praangan Elitus,faq,general,Total Parking Per Unit,"Each residential unit is allotted 3 dedicated parking bays.",parking 3 per unit allotted dedicated bays,pdf
ELITUS_FAQ_007,Praangan Elitus,faq,general,Amenities Floor Location,"The exclusive amenities are positioned comprehensively on the 2nd floor at podium level.",amenities 2nd floor podium level location,pdf
ELITUS_FAQ_008,Praangan Elitus,faq,general,Outdoor Lawn Size,"The central celebration arena features a 13000 sq. ft. Lawn and Garba Ground.",lawn garba ground 13000 sqft outdoor celebration festival area,pdf
ELITUS_FAQ_009,Praangan Elitus,faq,general,Podium Size,"The vast podium floor scales to an impressive 68000 sq. ft. area.",podium 68000 sqft area size floor,pdf
ELITUS_FAQ_010,Praangan Elitus,faq,general,Nearest Cinema,"Cineworld is located just 2 minutes away. Miraj Cinema is 5 minutes away. Mango Cinema is 10 minutes away.",cinema cineworld miraj mango movie theatre nearby 2 5 10 minutes,pdf
ELITUS_FAQ_011,Praangan Elitus,faq,general,Nearest Grocery,"Dmart is located just 4 minutes away from the residences.",dmart grocery shopping 4 minutes nearby,pdf
ELITUS_FAQ_012,Praangan Elitus,faq,general,Stadium Nearby,"Narendra Modi Stadium is 20 minutes away from Praangan Elitus.",narendra modi stadium 20 minutes cricket sports stadium,pdf
ELITUS_FAQ_013,Praangan Elitus,faq,general,Akshar Hospital,"Akshar Hospital is the nearest hospital located just 5 minutes away.",akshar hospital nearest 5 minutes healthcare,pdf
ELITUS_FAQ_014,Praangan Elitus,faq,general,Nearest School,"The South International School S.P. Genesis School and Devasya International School are all 10 minutes away.",south school sp genesis devasya international school 10 minutes nearest,pdf
ELITUS_URGENCY_001,Praangan Elitus,sales,urgency,Limited Inventory,"Only a few units are left at Praangan Elitus. Book your flat today before inventory runs out. Limited 4 BHK and 5 BHK units available.",few units left limited inventory book flat fast hurry urgent availability 4 bhk 5 bhk last remaining,synthetic
ELITUS_FEATURE_013,Praangan Elitus,feature,layout,Privacy Facade Design,"The building wraps around 4 sides creating a cocoon of privacy while elevating open residential vistas for all residents.",privacy facade 4 sides cocoon open views residential vistas outer shell building design,pdf
